Country,Happiness Rank,Ladder score,Economy,Social support,Health,Freedom,Trust,Generosity,Dystopia Residual,Year,Emoji,Population,Region,Latitude,Longitude
New Zealand,11,7.029,1.81,1.527,0.673,0.746,0.48,0.226,1.567,2024,🤩,366416.0,Oceania,-40.900557,174.885971
Uruguay,26,6.611,1.596,1.431,0.592,0.775,0.22,0.106,1.891,2024,🤩,3423316.0,South America,-32.522779,-55.765835
Chile,38,6.36,1.616,1.369,0.673,0.651,0.075,0.117,1.858,2024,🤩,37774014.0,South America,-35.675147,-71.542969
Brazil,44,6.272,1.43,1.269,0.548,0.685,0.142,0.13,2.068,2024,🤩,49710504.0,South America,-14.235004,-51.92528
Argentina,48,6.188,1.562,1.381,0.585,0.681,0.08,0.087,1.812,2024,🤩,129212317.0,South America,-38.416097,-63.616672
Paraguay,57,5.977,1.398,1.408,0.549,0.788,0.065,0.131,1.637,2024,😑,112843.0,South America,-23.442503,-58.443832
Peru,68,5.841,1.371,1.18,0.662,0.615,0.029,0.078,1.907,2024,😑,282309.0,South America,-9.189967,-75.015152
Bolivia,73,5.784,1.217,1.179,0.488,0.719,0.061,0.1,2.02,2024,😑,51749454.0,South America,-16.290154,-63.588653
Ecuador,74,5.725,1.315,1.151,0.64,0.606,0.078,0.087,1.846,2024,😑,18756255.0,South America,-1.831239,-78.183406
Colombia,78,5.695,1.437,1.241,0.648,0.644,0.059,0.072,1.596,2024,😑,34672646.0,South America,4.570868,-74.297333
Venezuela,79,5.607,0.0,1.321,0.491,0.518,0.086,0.192,2.998,2024,😑,29308436.0,South America,6.42375,-66.58973
